created_at,entry_id,field3
2018-08-14 18:57:58 UTC,96,0.000000
2018-08-14 18:58:17 UTC,97,0.000000
2018-08-14 18:58:38 UTC,98,0.000000
2018-08-14 18:58:56 UTC,99,0.000000
2018-08-14 18:59:19 UTC,100,0.000000
2018-08-14 18:59:37 UTC,101,0.000000
2018-08-14 18:59:57 UTC,102,0.000000
2018-08-14 19:00:33 UTC,103,0.000000
2018-08-14 19:01:19 UTC,104,0.000000
2018-08-14 19:01:37 UTC,105,0.000000
2018-08-14 19:01:58 UTC,106,0.000000
2018-08-14 19:02:19 UTC,107,0.000000
2018-08-14 19:02:37 UTC,108,0.000000
2018-08-14 19:02:59 UTC,109,0.000000
2018-08-14 19:03:20 UTC,110,0.000000
2018-08-14 19:04:02 UTC,111,0.000000
2018-08-14 19:04:24 UTC,112,0.000000
2018-08-14 19:04:42 UTC,113,0.000000
2018-08-14 19:05:03 UTC,114,0.000000
2018-08-14 19:05:27 UTC,115,0.000000
2018-08-14 19:05:42 UTC,116,0.000000
2018-08-14 19:51:14 UTC,117,0.000000
2018-08-14 20:10:19 UTC,118,0.000000
2018-08-14 20:29:27 UTC,119,0.000000
2018-08-14 20:48:32 UTC,120,3.150000
2018-08-14 20:48:49 UTC,121,1.420000
2018-08-14 21:04:18 UTC,122,1.430000
2018-08-14 21:23:25 UTC,123,1.570000
2018-08-14 21:42:32 UTC,124,3.150000
2018-08-14 22:01:41 UTC,125,0.000000
2018-08-14 22:20:51 UTC,126,2.850000
2018-08-14 22:40:00 UTC,127,2.850000
2018-08-14 23:18:19 UTC,128,1.570000
2018-08-14 23:37:29 UTC,129,2.850000
2018-08-14 23:56:37 UTC,130,1.580000
2018-08-15 00:15:46 UTC,131,3.150000
2018-08-15 00:34:54 UTC,132,0.000000
2018-08-15 00:54:05 UTC,133,1.570000
2018-08-15 01:13:14 UTC,134,0.000000
2018-08-15 01:32:22 UTC,135,0.000000
2018-08-15 01:51:29 UTC,136,3.150000
2018-08-15 02:10:39 UTC,137,1.570000
2018-08-15 02:29:46 UTC,138,0.000000
2018-08-15 02:48:57 UTC,139,2.850000
2018-08-15 03:08:05 UTC,140,1.420000
2018-08-15 03:27:16 UTC,141,0.000000
2018-08-15 03:46:24 UTC,142,0.000000
2018-08-15 04:05:32 UTC,143,0.000000
2018-08-15 04:24:42 UTC,144,0.000000
2018-08-15 04:43:51 UTC,145,0.000000
2018-08-15 05:03:00 UTC,146,0.000000
2018-08-15 05:22:08 UTC,147,0.000000
2018-08-15 05:41:17 UTC,148,0.000000
2018-08-15 06:00:27 UTC,149,0.000000
2018-08-15 06:19:35 UTC,150,0.000000
2018-08-15 06:38:43 UTC,151,2.850000
2018-08-15 06:57:50 UTC,152,1.420000
2018-08-15 07:16:59 UTC,153,1.580000
2018-08-15 07:36:09 UTC,154,1.420000
2018-08-15 07:55:18 UTC,155,1.580000
2018-08-15 08:14:27 UTC,156,1.570000
2018-08-15 08:33:36 UTC,157,0.000000
2018-08-15 08:52:44 UTC,158,0.000000
2018-08-15 09:11:49 UTC,159,0.000000
2018-08-15 09:30:59 UTC,160,0.000000
2018-08-15 09:50:08 UTC,161,1.430000
2018-08-15 10:09:15 UTC,162,1.430000
2018-08-15 10:28:36 UTC,163,1.420000
2018-08-15 10:47:39 UTC,164,0.000000
2018-08-15 11:06:40 UTC,165,0.000000
2018-08-15 11:25:42 UTC,166,0.000000
2018-08-15 11:44:42 UTC,167,1.570000
2018-08-15 12:03:45 UTC,168,0.000000
2018-08-15 12:22:50 UTC,169,1.580000
2018-08-15 12:41:55 UTC,170,3.150000
2018-08-15 13:00:56 UTC,171,1.430000
2018-08-15 13:20:01 UTC,172,0.000000
2018-08-15 13:39:02 UTC,173,1.430000
2018-08-15 13:58:04 UTC,174,0.000000
2018-08-15 14:17:07 UTC,175,1.580000
2018-08-15 14:36:10 UTC,176,0.000000
2018-08-15 14:55:15 UTC,177,1.580000
2018-08-15 15:14:14 UTC,178,0.000000
2018-08-15 15:33:19 UTC,179,0.000000
2018-08-15 15:52:23 UTC,180,0.000000
2018-08-15 16:11:24 UTC,181,0.000000
2018-08-15 16:30:24 UTC,182,1.580000
2018-08-15 16:49:25 UTC,183,0.000000
2018-08-15 17:08:28 UTC,184,0.000000
2018-08-15 17:27:33 UTC,185,0.000000
2018-08-15 17:46:34 UTC,186,0.000000
2018-08-15 18:05:36 UTC,187,0.000000
2018-08-15 18:24:41 UTC,188,0.000000
2018-08-15 18:43:43 UTC,189,1.580000
2018-08-15 19:02:49 UTC,190,0.000000
2018-08-15 19:21:52 UTC,191,0.000000
2018-08-15 19:40:53 UTC,192,1.420000
2018-08-15 19:59:57 UTC,193,0.000000
2018-08-15 20:19:02 UTC,194,0.000000
2018-08-15 20:38:02 UTC,195,3.140000
